Key,Values
PCTY,"2014-05-15, 2014-08-15, 2014-11-07, 2015-02-06, 2015-05-09, 2015-08-14, 2015-11-06, 2016-02-05, 2016-05-06, 2016-08-10, 2016-11-06, 2017-02-03, 2017-05-05, 2017-08-11, 2017-11-04, 2018-02-10, 2018-05-07, 2018-08-10, 2018-11-02, 2019-02-07, 2019-08-08, 2019-10-31, 2020-02-04, 2020-05-08, 2021-02-04, 2021-05-08, 2021-11-04, 2022-02-03, 2022-05-05, 2022-08-05, 2022-11-04"
ESTC,"2018-12-05, 2019-02-28, 2019-06-05, 2019-08-28, 2019-12-04, 2020-02-26, 2020-06-03, 2020-08-26, 2020-12-02, 2021-02-24, 2021-06-02, 2021-08-25, 2021-12-01, 2022-03-03, 2022-06-01, 2022-08-25"
DOCU,"2018-06-08, 2018-09-06, 2018-12-07, 2019-03-15, 2019-06-07, 2019-09-06, 2019-12-06, 2020-03-13, 2020-06-05, 2020-09-04, 2020-12-03, 2021-03-11, 2021-06-03, 2021-09-02, 2021-12-02, 2022-03-10, 2022-06-09, 2022-09-08"
U,"2021-02-04, 2021-05-11, 2021-08-10, 2021-11-09, 2022-02-03, 2022-05-10, 2022-08-09, 2022-11-09"
SMAR,"2018-09-05, 2018-12-04, 2019-03-19, 2019-06-05, 2019-09-04, 2019-12-04, 2020-03-17, 2020-06-03, 2020-09-02, 2020-12-07, 2021-03-16, 2021-06-02, 2021-09-07, 2021-12-02, 2022-03-15, 2022-06-07, 2022-09-01"
DOCN,"2021-08-07, 2022-05-04, 2022-08-08, 2022-11-07"
OTEX,"2008-02-19, 2008-08-20, 2009-02-09, 2009-05-07, 2009-08-20, 2010-02-04, 2010-04-30, 2010-10-28, 2011-02-03, 2011-04-28, 2011-08-11, 2011-10-27, 2012-02-02, 2012-05-02, 2012-08-10, 2012-10-31, 2013-01-25, 2013-04-25, 2013-08-01, 2013-10-31, 2014-01-24, 2014-04-25, 2014-08-02, 2014-10-23, 2015-01-28, 2015-04-29, 2015-07-30, 2015-10-29, 2016-02-10, 2016-04-28, 2016-07-28, 2016-11-04, 2017-02-03, 2017-05-09, 2017-08-04, 2018-02-01, 2018-08-03, 2018-11-01, 2019-02-01, 2019-05-02, 2019-08-02, 2019-11-01, 2020-01-31, 2020-05-01, 2021-02-04, 2021-05-06, 2021-08-05, 2021-11-04, 2022-02-03, 2022-05-04, 2022-08-06, 2022-11-03"
G,"2010-02-05, 2011-08-03, 2011-11-04, 2012-02-07, 2012-05-02, 2012-08-02, 2012-11-01, 2013-02-08, 2013-05-02, 2013-08-06, 2013-11-07, 2014-02-07, 2014-05-06, 2014-07-31, 2014-11-06, 2015-02-05, 2015-05-01, 2015-08-05, 2015-11-05, 2016-02-05, 2016-05-05, 2016-08-04, 2016-11-03, 2017-02-10, 2017-05-05, 2017-08-03, 2017-11-08, 2018-02-13, 2018-05-04, 2018-08-08, 2018-11-07, 2019-02-08, 2019-05-03, 2019-08-08, 2019-11-08, 2020-02-07, 2020-05-12, 2021-02-09, 2021-05-10, 2021-08-05, 2021-11-09, 2022-05-05, 2022-08-06, 2022-11-09"
WK,"2015-08-06, 2015-11-08, 2016-03-02, 2016-05-05, 2016-08-04, 2016-11-10, 2017-02-24, 2017-05-06, 2017-08-03, 2017-11-08, 2018-02-23, 2018-05-03, 2018-08-08, 2018-11-10, 2019-02-21, 2019-05-01, 2019-08-06, 2019-11-06, 2020-02-20, 2020-04-30, 2020-08-04, 2020-11-04, 2021-02-17, 2021-05-04, 2021-08-03, 2021-11-03, 2022-02-22, 2022-05-03, 2022-08-09, 2022-11-02"
FIVN,"2014-08-05, 2014-11-07, 2015-02-24, 2015-05-12, 2015-08-04, 2015-11-04, 2016-02-24, 2016-05-11, 2016-08-04, 2016-11-02, 2017-02-17, 2017-05-04, 2017-08-04, 2017-11-09, 2018-02-22, 2018-05-02, 2018-08-07, 2018-11-07, 2019-02-20, 2019-05-01, 2019-07-31, 2019-11-05, 2020-02-19, 2020-05-04, 2020-08-03, 2020-10-29, 2021-02-22, 2021-11-08, 2022-02-23, 2022-04-28, 2022-07-28, 2022-11-07"
S,"2021-09-08, 2021-12-07, 2022-03-15, 2022-06-01, 2022-08-31"
PRGS,"2009-12-22, 2013-01-04, 2013-03-28, 2013-06-27, 2013-09-25, 2014-01-10, 2014-03-28, 2014-06-27, 2014-09-26, 2015-01-14, 2015-04-02, 2015-07-02, 2015-10-02, 2016-01-13, 2016-03-31, 2016-07-01, 2016-09-29, 2017-01-17, 2017-03-30, 2017-06-29, 2017-09-28, 2018-01-11, 2018-03-28, 2018-06-27, 2018-09-28, 2019-01-18, 2019-03-28, 2019-06-28, 2019-09-27, 2020-01-17, 2020-03-27, 2020-06-26, 2020-09-30, 2021-06-24, 2021-09-23, 2022-01-18, 2022-03-29, 2022-06-28, 2022-09-27"
EVTC,"2013-08-08, 2014-02-13, 2014-08-07, 2014-11-06, 2015-02-19, 2015-05-07, 2015-08-06, 2015-11-08, 2016-02-18, 2016-05-12, 2016-07-29, 2016-11-03, 2017-02-23, 2017-05-04, 2017-08-02, 2017-11-08, 2018-02-22, 2018-05-02, 2018-08-01, 2018-10-31, 2019-02-21, 2019-05-03, 2019-08-04, 2019-11-01, 2020-02-26, 2020-05-09, 2021-05-01, 2021-10-27, 2022-02-25, 2022-08-06"
PEGA,"2010-11-10, 2012-08-13, 2012-11-09, 2013-02-21, 2013-05-07, 2013-08-09, 2013-11-13, 2014-02-26, 2014-05-07, 2014-08-06, 2014-11-05, 2015-02-27, 2015-05-10, 2015-07-30, 2015-10-28, 2016-02-26, 2016-05-06, 2016-08-04, 2016-11-03, 2017-02-24, 2017-05-11, 2017-08-10, 2017-11-09, 2018-02-27, 2018-05-11, 2018-08-09, 2018-11-08, 2019-02-21, 2019-05-08, 2019-08-08, 2019-11-08, 2020-02-13, 2020-04-30, 2021-02-17, 2021-04-28, 2021-07-28, 2021-10-27, 2022-02-16, 2022-04-28, 2022-07-27, 2022-10-26"
MMS,"2013-02-07, 2013-05-09, 2013-08-08, 2013-11-15, 2014-02-06, 2014-05-08, 2014-08-08, 2014-11-13, 2015-02-05, 2015-05-08, 2015-08-08, 2015-11-12, 2016-02-04, 2016-05-05, 2016-08-04, 2016-11-10, 2017-02-09, 2017-05-07, 2017-08-06, 2017-11-11, 2018-02-08, 2018-05-10, 2018-08-13, 2018-11-20, 2019-02-07, 2019-05-10, 2019-08-11, 2019-11-19, 2020-02-07, 2020-05-10, 2020-08-09, 2022-05-07"
FRSH,"2021-11-02, 2022-02-10, 2022-05-03, 2022-08-02, 2022-11-01"
ENV,"2013-05-17, 2013-08-09, 2013-11-07, 2014-02-21, 2014-05-09, 2014-08-07, 2014-11-07, 2015-02-27, 2015-05-09, 2015-08-11, 2015-11-10, 2016-02-26, 2016-05-06, 2016-11-08, 2017-05-11, 2017-08-09, 2017-11-09, 2018-02-23, 2018-05-10, 2018-08-08, 2018-11-10, 2019-02-22, 2019-05-09, 2019-08-08, 2019-11-10, 2020-02-21, 2020-05-10, 2021-02-27, 2021-05-08, 2021-11-08, 2022-02-24, 2022-05-07, 2022-08-06, 2022-11-12"
PRFT,"2007-11-08, 2008-03-04, 2008-05-27, 2008-09-17, 2008-11-24, 2009-03-06, 2009-05-07, 2009-08-05, 2009-11-05, 2010-03-04, 2010-05-06, 2010-08-05, 2010-11-05, 2011-03-03, 2011-05-05, 2011-08-06, 2011-11-03, 2012-03-01, 2012-05-03, 2012-08-04, 2012-11-01, 2013-03-07, 2013-05-09, 2013-08-01, 2013-11-08, 2014-03-06, 2014-05-08, 2014-08-03, 2014-11-06, 2015-03-05, 2015-05-07, 2015-07-30, 2015-11-08, 2016-03-03, 2016-05-08, 2016-08-08, 2016-11-06, 2017-02-28, 2017-05-06, 2017-08-06, 2017-11-02, 2018-03-01, 2018-05-01, 2018-08-02, 2018-11-03, 2019-02-26, 2019-05-06, 2019-08-04, 2019-11-10, 2020-02-25, 2020-05-10, 2021-02-27, 2021-04-30, 2021-07-30, 2021-10-28, 2022-08-05"
SPT,"2020-02-26, 2020-05-10, 2020-08-08, 2020-11-09, 2021-02-23, 2021-05-04, 2021-08-03, 2021-11-02, 2022-02-22, 2022-05-03, 2022-08-02"
NEWR,"2015-08-08, 2015-11-07, 2016-02-05, 2016-05-11, 2016-08-03, 2016-11-08, 2017-02-08, 2017-05-13, 2017-08-04, 2017-11-08, 2018-02-07, 2018-05-09, 2018-08-08, 2018-11-07, 2019-02-07, 2019-05-15, 2019-08-06, 2019-11-05, 2020-02-04, 2020-05-14, 2020-08-04, 2020-11-05, 2021-02-04, 2021-05-13, 2021-08-03, 2021-11-08, 2022-02-08, 2022-05-12, 2022-08-04, 2022-11-08"
INFA,"2021-11-30, 2022-02-16, 2022-04-27, 2022-10-26"
PAGS,"2018-05-30, 2018-08-31, 2018-11-30, 2019-02-23, 2019-05-15, 2019-08-16, 2019-11-20, 2020-02-28, 2020-05-29, 2020-08-28, 2020-11-18, 2021-02-27, 2021-08-12, 2022-06-08"
STNE,"2019-03-19, 2019-05-14, 2019-08-15, 2019-11-22, 2021-03-11, 2021-06-01, 2021-08-30, 2021-11-16, 2022-03-17, 2022-06-02"
BLKB,"2009-10-29, 2010-02-05, 2013-02-13, 2013-05-01, 2013-07-31, 2013-10-30, 2014-02-13, 2014-05-02, 2014-07-31, 2014-10-31, 2015-02-11, 2015-05-03, 2015-07-30, 2015-10-30, 2016-02-10, 2016-05-01, 2016-08-03, 2016-11-02, 2017-02-09, 2017-05-02, 2017-08-01, 2017-10-28, 2018-02-07, 2018-05-01, 2018-07-31, 2018-10-30, 2019-02-07, 2019-05-04, 2019-07-31, 2019-10-29, 2020-02-11, 2020-08-01, 2022-08-03"
ASAN,"2021-09-01, 2021-12-02, 2022-03-09, 2022-06-02, 2022-09-07"
PWSC,"2021-11-12, 2022-03-03, 2022-05-07, 2022-11-07"
ALRM,"2016-05-11, 2016-08-16, 2016-11-15, 2017-03-16, 2017-05-13, 2017-08-12, 2017-11-09, 2018-03-03, 2018-05-05, 2018-08-08, 2018-11-08, 2019-03-02, 2019-05-09, 2019-11-05, 2020-02-25, 2020-05-08, 2021-02-25, 2021-05-04, 2021-08-05, 2021-11-04, 2022-02-24, 2022-05-05, 2022-08-09, 2022-11-08"
DV,"2021-05-25, 2022-03-08, 2022-05-14, 2022-08-06, 2022-11-12"
PAYC,"2014-08-06, 2014-11-05, 2015-02-11, 2015-05-07, 2015-08-05, 2015-11-04, 2016-02-10, 2016-05-04, 2016-08-03, 2016-11-02, 2017-02-09, 2017-05-03, 2017-08-02, 2017-11-01, 2018-02-07, 2018-05-02, 2018-08-01, 2018-10-31, 2019-02-06, 2019-04-30, 2019-07-30, 2019-10-29, 2020-02-05, 2020-04-28, 2020-08-04, 2020-11-04, 2021-02-10, 2021-05-04, 2021-08-03, 2021-11-02, 2022-02-08, 2022-05-03, 2022-08-02, 2022-11-01"
VRNT,"2013-06-04, 2013-09-04, 2013-12-05, 2014-04-01, 2014-06-05, 2014-09-05, 2014-12-04, 2015-03-26, 2015-06-03, 2015-09-03, 2015-12-03, 2016-03-30, 2016-06-08, 2016-09-08, 2016-12-08, 2017-03-29, 2017-06-08, 2017-09-06, 2019-05-30, 2019-09-05, 2020-04-01, 2020-06-10, 2020-09-09, 2021-03-31, 2021-06-09, 2021-09-09, 2021-12-02, 2022-03-29, 2022-06-07, 2022-09-07"
NCR,"2006-01-30, 2006-04-27, 2006-07-27, 2006-10-26, 2007-01-25, 2007-04-26, 2007-07-31, 2007-10-31, 2008-01-30, 2008-05-07, 2008-07-29, 2008-10-23, 2009-02-05, 2009-04-23, 2009-07-23, 2009-10-22, 2010-02-04, 2010-07-23, 2011-02-04, 2011-04-30, 2011-07-22, 2011-10-28, 2012-02-07, 2012-04-20, 2012-07-20, 2012-10-19, 2013-02-08, 2013-05-01, 2013-07-31, 2013-10-25, 2014-02-07, 2014-04-30, 2014-07-30, 2014-10-24, 2015-02-11, 2015-04-29, 2015-07-29, 2015-10-28, 2016-02-10, 2016-04-27, 2016-07-27, 2016-10-26, 2017-02-10, 2017-04-21, 2017-07-21, 2017-10-20, 2018-02-09, 2018-05-02, 2018-07-27, 2018-10-31, 2019-02-08, 2019-05-08, 2019-07-31, 2019-11-08, 2020-02-12, 2020-05-01, 2021-02-09, 2021-04-27, 2021-08-03, 2021-10-26, 2022-02-08, 2022-04-26, 2022-07-27, 2022-10-25"
AFRM,"2021-05-10, 2021-09-09, 2021-11-10, 2022-02-10, 2022-05-12, 2022-08-25, 2022-11-08"
NTNX,"2017-03-03, 2017-05-26, 2017-09-01, 2017-12-01, 2018-03-02, 2018-05-25, 2018-08-31, 2018-11-28, 2019-03-01, 2019-05-30, 2019-08-28, 2019-11-25, 2020-02-26, 2020-11-23, 2021-02-24, 2021-05-26, 2021-09-01, 2021-11-23, 2022-03-02, 2022-05-25, 2022-08-31"
FLYW,"2021-08-10, 2021-11-09, 2022-03-02, 2022-05-14, 2022-08-13, 2022-11-11"
ALTR,"2005-11-23, 2006-01-30, 2006-04-29, 2006-11-07, 2007-02-14, 2007-04-24, 2007-10-24, 2008-02-01, 2008-04-17, 2008-07-16, 2008-10-15, 2009-01-28, 2009-04-21, 2009-07-15, 2010-01-27, 2010-04-21, 2010-07-21, 2011-01-26, 2011-04-27, 2011-07-20, 2011-10-21, 2012-01-25, 2012-04-20, 2012-07-25, 2015-04-24, 2018-03-22, 2018-05-15, 2018-08-13, 2018-11-09, 2019-03-03, 2019-05-13, 2019-08-10, 2019-11-09, 2020-02-28, 2020-05-09, 2021-05-08, 2021-11-07, 2022-02-26, 2022-05-06, 2022-11-05"
DOX,"2006-01-19, 2006-04-28, 2006-07-20, 2007-01-18, 2007-07-19, 2007-11-01, 2009-11-05, 2010-01-21, 2011-07-27, 2011-11-09, 2012-02-02, 2012-05-02, 2012-08-02, 2012-11-07, 2013-01-31, 2013-05-01, 2013-08-01, 2013-11-06, 2014-01-30, 2014-05-01, 2014-07-30, 2014-11-05, 2015-01-28, 2015-04-30, 2015-07-30, 2015-11-11, 2016-02-03, 2016-05-05, 2016-07-27, 2016-11-09, 2017-08-05, 2017-11-09, 2018-01-31, 2018-05-11, 2018-08-01, 2018-11-09, 2019-02-06, 2019-05-15, 2019-08-08, 2019-11-13, 2020-02-05, 2020-05-10, 2021-02-02, 2021-05-12, 2021-08-04, 2021-11-02, 2022-02-01, 2022-05-11, 2022-08-03, 2022-11-08"
DLB,"2006-01-27, 2006-04-28, 2006-08-03, 2006-11-10, 2007-02-02, 2007-05-03, 2007-08-02, 2009-07-31, 2011-08-05, 2011-11-18, 2012-02-01, 2012-05-04, 2012-08-02, 2012-11-09, 2013-01-30, 2013-04-25, 2013-07-26, 2013-10-29, 2014-01-24, 2014-04-30, 2014-07-24, 2014-10-23, 2015-01-22, 2015-04-22, 2015-07-23, 2015-10-22, 2016-01-28, 2016-04-28, 2016-07-28, 2016-10-27, 2017-01-26, 2017-04-27, 2018-01-25, 2018-04-25, 2018-07-26, 2018-10-25, 2019-01-31, 2019-05-02, 2019-08-02, 2019-11-15, 2020-01-30, 2020-05-05, 2020-08-04, 2020-11-12, 2021-01-28, 2021-05-04, 2021-11-16, 2022-02-03, 2022-05-07, 2022-08-09"
MQ,"2021-08-11, 2021-11-10, 2022-03-09, 2022-05-11, 2022-08-10, 2022-11-09"
GLOB,"2015-02-12, 2015-05-15, 2015-08-14, 2015-11-08, 2016-02-18, 2016-05-10, 2016-08-11, 2016-11-15, 2017-02-17, 2017-05-19, 2018-02-16, 2018-05-13, 2018-08-24, 2018-11-16, 2019-02-15, 2019-05-10, 2019-08-16, 2019-11-15, 2020-02-21, 2020-05-15, 2020-08-14, 2020-11-12, 2021-02-18, 2021-05-13, 2021-08-12, 2021-11-18, 2022-02-17, 2022-05-19, 2022-08-18"
EEFT,"2009-02-24, 2013-02-13, 2013-04-24, 2013-07-24, 2013-10-23, 2014-02-12, 2014-04-30, 2014-07-30, 2014-10-23, 2015-02-11, 2015-05-03, 2015-07-29, 2015-10-22, 2016-02-10, 2016-04-28, 2016-07-26, 2016-10-21, 2017-02-08, 2017-04-26, 2017-07-26, 2017-10-20, 2018-02-07, 2018-04-25, 2018-07-25, 2018-10-19, 2019-02-08, 2019-04-30, 2019-07-24, 2019-10-23, 2020-02-11, 2020-04-29, 2021-04-30, 2021-07-28, 2022-07-30"
NCNO,"2020-09-10, 2021-03-31, 2021-06-02, 2022-03-31, 2022-06-01, 2022-09-01"
WIX,"2014-02-15, 2014-05-13, 2014-08-06, 2014-11-09, 2015-02-11, 2015-05-06, 2015-08-08, 2015-11-04, 2016-02-10, 2016-05-04, 2016-07-27, 2016-11-10, 2017-02-15, 2017-05-10, 2017-07-30, 2017-11-08, 2018-02-14, 2018-05-09, 2018-07-25, 2018-11-14, 2019-02-20"
YOU,2021-08-16
FROG,"2021-05-06, 2021-08-05, 2022-02-10, 2022-05-09, 2022-08-04, 2022-11-02"
DBX,"2018-05-11, 2018-08-10, 2018-11-09, 2019-02-22, 2019-05-10, 2019-08-08, 2019-11-07, 2020-02-20, 2020-05-07, 2020-08-06, 2020-11-05, 2021-02-18, 2021-05-06, 2021-08-05, 2021-11-04, 2022-02-17, 2022-05-05, 2022-08-04, 2022-11-03"
PYCR,"2021-11-12, 2022-02-03, 2022-08-23"
INST,"2021-08-17, 2021-11-08, 2022-02-17, 2022-05-02, 2022-08-01, 2022-11-01"
WU,"2007-07-24, 2007-10-23, 2008-01-31, 2008-04-22, 2008-07-22, 2008-10-21, 2009-02-05, 2009-04-21, 2009-07-21, 2009-10-20, 2010-02-03, 2010-04-27, 2010-07-27, 2010-10-27, 2011-02-02, 2011-04-27, 2011-07-26, 2011-10-26, 2012-02-08, 2012-04-24, 2012-07-24, 2012-10-31, 2013-02-13, 2013-05-01, 2013-07-30, 2013-10-30, 2014-02-12, 2014-05-02, 2014-08-01, 2014-10-31, 2015-02-11, 2015-05-01, 2015-07-31, 2015-10-30, 2016-02-10, 2016-05-04, 2016-08-04, 2016-11-02, 2017-02-10, 2017-05-03, 2017-08-04, 2017-11-03, 2018-02-14, 2018-05-02, 2018-08-03, 2018-11-02, 2019-02-08, 2019-05-08, 2019-08-02, 2019-11-01, 2020-02-12, 2020-05-06, 2021-02-10, 2021-05-04, 2021-08-04, 2021-11-02, 2022-02-10, 2022-04-28, 2022-08-03, 2022-11-01"
PCOR,"2021-08-07, 2021-11-06, 2022-02-22, 2022-08-05, 2022-11-02"
CVLT,"2008-11-12, 2012-07-31, 2012-10-30, 2013-01-30, 2013-05-07, 2013-07-30, 2013-10-29, 2014-01-29, 2014-04-25, 2014-07-29, 2014-10-28, 2015-01-28, 2015-05-05, 2015-07-28, 2015-10-27, 2016-01-27, 2016-05-03, 2016-07-26, 2016-10-25, 2017-01-25, 2017-05-03, 2017-07-25, 2017-10-24, 2018-01-24, 2018-05-01, 2018-07-25, 2018-10-30, 2019-01-29, 2019-04-30, 2019-07-30, 2019-10-29, 2020-01-29, 2020-05-12, 2021-01-27"
TDC,"2008-05-19, 2008-08-25, 2008-11-04, 2009-02-12, 2009-05-07, 2009-08-06, 2009-11-05, 2010-02-11, 2010-08-05, 2011-02-10, 2011-05-05, 2011-08-04, 2011-11-03, 2012-02-09, 2012-05-03, 2012-08-02, 2012-11-01, 2013-02-07, 2013-05-03, 2013-08-01, 2013-10-31, 2014-02-06, 2014-05-08, 2014-08-07, 2014-11-06, 2015-02-05, 2015-05-07, 2015-08-06, 2015-11-05, 2016-02-04, 2016-05-05, 2016-08-02, 2016-10-27, 2017-02-09, 2017-04-27, 2017-07-27, 2017-11-02, 2018-02-08, 2018-05-04, 2018-08-03, 2018-11-02, 2019-02-08, 2019-05-03, 2019-08-02, 2019-11-08, 2020-02-07, 2020-05-08, 2021-02-04, 2021-05-06, 2021-08-05, 2021-11-04, 2022-02-07, 2022-05-05, 2022-08-04, 2022-11-07"
APPF,"2016-05-10, 2016-08-09, 2016-11-08, 2017-02-28, 2017-05-08, 2017-08-07, 2017-11-06, 2018-02-26, 2018-04-30, 2018-07-30, 2018-10-29, 2019-03-01, 2019-05-03, 2019-07-29, 2019-10-28, 2020-03-02, 2020-05-04, 2020-08-03, 2020-11-09, 2021-03-01, 2021-05-10, 2021-08-09, 2021-11-08, 2022-02-28, 2022-05-09, 2022-07-28, 2022-10-27"
RNG,"2014-07-30, 2014-10-30, 2015-02-04, 2015-04-29, 2015-07-31, 2015-11-03, 2016-02-05, 2016-04-28, 2016-08-04, 2016-10-26, 2017-02-14, 2017-04-26, 2017-08-03, 2017-11-09, 2018-02-13, 2018-05-10, 2018-08-07, 2018-11-06, 2019-02-12, 2019-05-06, 2019-07-29, 2019-11-04, 2020-02-10, 2020-05-06, 2020-08-03, 2020-11-09, 2021-02-16, 2021-05-04, 2021-08-03, 2021-11-09, 2022-02-22, 2022-05-09, 2022-08-02, 2022-11-09"
SQSP,"2021-08-09, 2021-11-08, 2022-05-12, 2022-11-08"
APPN,"2017-11-05, 2018-02-23, 2018-05-04, 2018-08-03, 2018-11-02, 2019-02-22, 2019-05-03, 2019-08-09, 2019-11-01, 2020-02-21, 2020-05-08, 2021-02-18, 2021-05-06, 2021-08-05, 2021-11-04, 2022-02-17, 2022-05-05, 2022-08-04, 2022-11-03"
MNDY,2021-08-17
FOUR,2021-08-05
NWN,"2008-02-14, 2010-11-06, 2012-08-03, 2012-11-06, 2013-03-01, 2013-05-02, 2013-08-07, 2013-11-07, 2014-02-28, 2014-05-02, 2014-08-06, 2014-11-05, 2015-02-27, 2015-05-05, 2015-08-04, 2015-11-03, 2016-02-26, 2016-05-03, 2016-08-02, 2016-11-05, 2017-02-27, 2017-05-08, 2017-08-06, 2017-11-03, 2018-02-23, 2018-05-13, 2018-08-07, 2018-11-06, 2019-03-01, 2019-05-07, 2019-08-07, 2019-11-05, 2020-03-03, 2020-05-08, 2021-02-26, 2021-05-05, 2021-08-07, 2022-02-25, 2022-05-04"
OGS,"2014-08-05, 2014-11-05, 2015-02-19, 2015-05-01, 2015-08-03, 2015-10-29, 2016-02-18, 2016-05-03, 2016-08-02, 2016-11-01, 2017-02-25, 2017-05-02, 2017-08-01, 2017-11-01, 2018-02-22, 2018-05-02, 2018-07-31, 2018-10-30, 2019-02-22, 2019-04-30, 2019-07-30, 2019-10-29, 2020-02-20, 2020-04-28, 2021-02-27, 2021-08-07, 2022-08-02, 2022-11-01"
GNE,"2013-03-13, 2013-05-07, 2013-08-08, 2013-11-06, 2014-03-18, 2014-05-07, 2014-08-07, 2014-11-05, 2015-03-11, 2015-05-05, 2015-08-08, 2015-11-04, 2016-03-10, 2016-05-05, 2016-08-07, 2016-11-05, 2017-03-08, 2017-05-04, 2017-08-06, 2017-11-04, 2018-03-08, 2018-05-06, 2018-08-06, 2018-11-06, 2019-03-07, 2019-05-06, 2019-08-05, 2019-11-08, 2020-03-12, 2020-08-07, 2021-05-07"
HE,"2009-11-02, 2010-02-15, 2011-08-05, 2011-11-04, 2012-02-10, 2012-05-09, 2012-08-03, 2012-11-08, 2013-02-16, 2013-05-08, 2013-08-09, 2013-11-08, 2014-02-19, 2014-05-07, 2014-08-12, 2015-02-13, 2015-08-10, 2015-11-06, 2016-02-12, 2016-05-04, 2016-08-05, 2016-11-05, 2017-02-15, 2017-05-06, 2017-08-04, 2017-11-03, 2018-02-15, 2018-05-11, 2018-08-04, 2018-11-08, 2019-02-16, 2019-05-09, 2019-08-03, 2019-11-02, 2020-02-14, 2020-05-05, 2021-02-16, 2021-05-07, 2021-08-09, 2021-11-05, 2022-02-14, 2022-05-09, 2022-08-08, 2022-11-07"
MNTK,"2021-11-15, 2022-03-16, 2022-11-12"
NFG,"2009-02-06, 2009-11-06, 2010-02-05, 2011-08-05, 2011-11-04, 2012-02-03, 2012-05-04, 2012-08-03, 2012-11-02, 2013-02-08, 2013-05-03, 2013-08-09, 2013-11-08, 2014-02-07, 2014-05-09, 2014-11-07, 2015-05-01, 2015-08-07, 2015-11-06, 2016-02-05, 2016-04-29, 2016-08-05, 2016-11-04, 2017-02-04, 2017-11-03, 2018-02-02, 2018-05-04, 2018-08-04, 2018-11-02, 2019-02-01, 2019-05-04, 2019-08-02, 2019-11-01, 2020-01-31, 2020-05-03, 2021-11-05, 2022-11-04"
AY,"2015-02-23, 2015-05-11, 2015-08-01, 2015-11-06, 2016-05-13, 2016-08-07, 2017-02-28, 2017-05-16, 2017-08-06, 2017-11-13, 2018-05-15, 2018-08-07, 2018-11-06, 2019-03-01, 2019-08-07, 2020-02-28, 2022-02-28, 2022-11-08"
AVA,"2008-02-24, 2008-04-30, 2010-10-28, 2012-08-07, 2012-11-06, 2013-02-20, 2013-05-01, 2013-08-07, 2013-11-06, 2014-02-26, 2014-05-08, 2014-08-06, 2014-11-05, 2015-02-25, 2015-05-06, 2015-08-05, 2015-11-04, 2016-02-24, 2016-05-04, 2016-08-03, 2016-11-01, 2017-02-22, 2017-05-03, 2017-08-02, 2017-11-01, 2018-02-21, 2018-05-02, 2018-08-01, 2018-11-07, 2019-02-08, 2019-05-05, 2019-08-07, 2019-11-08, 2020-02-26, 2020-05-08, 2021-05-09, 2021-08-04, 2021-11-03, 2022-05-04, 2022-08-03, 2022-11-01"
CWT,"2008-02-28, 2010-10-29, 2012-07-27, 2012-11-07, 2013-02-28, 2013-05-02, 2013-08-02, 2013-11-06, 2014-02-27, 2014-05-02, 2014-07-31, 2014-11-02, 2015-02-28, 2015-05-02, 2015-07-30, 2015-11-01, 2016-02-25, 2016-04-30, 2016-07-30, 2016-10-30, 2017-02-23, 2017-04-28, 2017-07-28, 2017-10-26, 2018-03-01, 2018-04-26, 2018-07-26, 2018-11-01, 2019-02-28, 2019-04-25, 2019-08-02, 2019-10-31, 2020-02-27, 2020-04-30, 2021-05-01, 2021-07-31, 2022-02-24, 2022-07-28, 2022-10-27"
ORA,"2008-05-07, 2008-08-19, 2008-11-06, 2009-02-25, 2009-05-11, 2009-08-06, 2009-11-13, 2010-02-28, 2010-05-07, 2010-08-07, 2010-11-04, 2011-02-23, 2011-05-06, 2011-08-05, 2011-11-03, 2012-02-24, 2012-05-09, 2012-08-03, 2012-11-07, 2013-02-27, 2013-05-08, 2013-08-07, 2013-11-06, 2014-02-26, 2014-05-09, 2014-08-06, 2014-11-08, 2015-02-25, 2015-05-07, 2015-08-04, 2015-11-04, 2016-02-24, 2016-05-08, 2016-08-03, 2016-11-08, 2017-03-01, 2017-05-09, 2017-08-05, 2017-11-08, 2018-03-01, 2018-05-08, 2018-08-08, 2018-11-06, 2019-02-27, 2019-05-07, 2019-08-08, 2019-11-08, 2020-02-26, 2020-05-11, 2021-08-07, 2021-11-05"
WTRG,"2020-05-08, 2021-02-25, 2022-08-04, 2022-11-07"
NOVA,"2019-11-04, 2020-02-25, 2020-05-15, 2021-02-28, 2021-10-28, 2022-02-24, 2022-04-28, 2022-07-28, 2022-10-27"
RNW,2022-08-19
ALE,"2008-02-15, 2008-05-13, 2008-08-01, 2010-10-29, 2012-08-04, 2012-10-31, 2013-02-15, 2013-05-08, 2013-08-02, 2013-11-01, 2014-02-14, 2014-05-07, 2014-08-01, 2014-11-03, 2015-02-17, 2015-05-07, 2015-08-04, 2015-11-03, 2016-02-18, 2016-05-03, 2016-08-03, 2016-11-04, 2017-02-15, 2017-05-06, 2017-08-02, 2017-11-01, 2018-02-15, 2018-05-02, 2018-08-05, 2018-11-03, 2019-02-14, 2019-05-05, 2019-08-03, 2019-11-07, 2020-02-13, 2020-05-09, 2021-05-07, 2021-08-04, 2021-11-05, 2022-05-07"
